snapped_at,price,market_cap,total_volume
2023-05-16 00:00:00 UTC,1831.281392709191,0.0,168069.66809507165
2023-05-17 00:00:00 UTC,1831.281392709191,0.0,168069.66809507165
2023-05-18 00:00:00 UTC,1819.7215058881047,0.0,228563.10326702963
2023-05-19 00:00:00 UTC,1826.0490492966992,0.0,92928.72669535696
2023-05-20 00:00:00 UTC,1820.6161589293883,0.0,94979.78166651461
2023-05-21 00:00:00 UTC,1811.9125538386193,0.0,55340.67170453079
2023-05-22 00:00:00 UTC,1814.5301189765346,0.0,110744.06430086003
2023-05-23 00:00:00 UTC,1819.3509185436417,0.0,283614.26380199904
2023-05-24 00:00:00 UTC,1857.906332504634,0.0,413943.37678848224
2023-05-25 00:00:00 UTC,1815.2727099692488,0.0,216562.46514746762
2023-05-26 00:00:00 UTC,1805.9509244585086,0.0,83856.93729568293
2023-05-27 00:00:00 UTC,1836.33010187785,0.0,251926.6201788602
2023-05-28 00:00:00 UTC,1838.0891677791599,0.0,125871.2416676484
2023-05-29 00:00:00 UTC,1909.921191118752,0.0,221936.3538392285
2023-05-30 00:00:00 UTC,1905.03470989358,0.0,232567.64295207994
2023-05-31 00:00:00 UTC,1919.126748352392,0.0,195159.34484782285
2023-06-01 00:00:00 UTC,1865.9311272252194,0.0,706398.7935118172
2023-06-02 00:00:00 UTC,1868.1574991381472,0.0,271554.526401504
2023-06-03 00:00:00 UTC,1901.5955049539132,0.0,152808.34697946912
2023-06-04 00:00:00 UTC,1916.0602690989044,0.0,88729.28356223907
2023-06-05 00:00:00 UTC,1909.906745050612,0.0,281941.5494170046
2023-06-06 00:00:00 UTC,1834.862731913831,0.0,346173.24858202046
2023-06-07 00:00:00 UTC,1898.1905459652646,0.0,375655.9438137747
2023-06-08 00:00:00 UTC,1841.0426396721548,0.0,218295.58887778275
2023-06-09 00:00:00 UTC,1874.3723172717316,0.0,119643.27151772493
2023-06-10 00:00:00 UTC,1850.1694923290434,0.0,79161.03660960628
2023-06-11 00:00:00 UTC,1771.3557036314091,0.0,204541.12986681424
2023-06-12 00:00:00 UTC,1765.1285895243088,0.0,114132.55045409444
2023-06-13 00:00:00 UTC,1751.2053867824077,0.0,244200.21410091213
2023-06-14 00:00:00 UTC,1733.5332288249733,0.0,116031.76793413005
2023-06-15 00:00:00 UTC,1657.6142317210515,0.0,272873.79016653105
2023-06-16 00:00:00 UTC,1675.4815224913507,0.0,241077.8194020075
2023-06-17 00:00:00 UTC,1720.5029134931826,0.0,128615.3891818291
2023-06-18 00:00:00 UTC,1738.1636575088296,0.0,644747.0074503566
2023-06-19 00:00:00 UTC,1734.4404848127053,0.0,207516.1736824883
2023-06-20 00:00:00 UTC,1744.9801063580712,0.0,180908.27014650393
2023-06-21 00:00:00 UTC,1801.1395717077826,0.0,223938.51558691752
2023-06-22 00:00:00 UTC,1899.57541622176,0.0,243980.49800540542
2023-06-23 00:00:00 UTC,1887.1381924852676,0.0,134742.1389586446
2023-06-24 00:00:00 UTC,1905.7876273178051,0.0,288108.42801002815
2023-06-25 00:00:00 UTC,1891.8283354876546,0.0,121577.0222226955
2023-06-26 00:00:00 UTC,1914.0645169269953,0.0,200950.52926631153
2023-06-27 00:00:00 UTC,1873.8448241243962,0.0,209115.02615640682
2023-06-28 00:00:00 UTC,1908.3878811337304,0.0,105068.00414396504
2023-06-29 00:00:00 UTC,1845.370301804363,0.0,380179.0861690097
2023-06-30 00:00:00 UTC,1870.7275451365497,0.0,568616.3684839791
2023-07-01 00:00:00 UTC,1943.2749976581408,0.0,418292.16313826665
2023-07-02 00:00:00 UTC,1940.3445595255264,0.0,118942.06096831235
2023-07-03 00:00:00 UTC,1950.8695812014234,0.0,122478.37504673013
2023-07-04 00:00:00 UTC,1969.0016596861503,0.0,679477.0027433657
2023-07-05 00:00:00 UTC,1956.1196111073216,0.0,149120.46120377656
2023-07-06 00:00:00 UTC,1920.87215243636,0.0,106161.96116207824
2023-07-07 00:00:00 UTC,1874.5508606293038,0.0,143801.32318413086
2023-07-08 00:00:00 UTC,1882.973159162124,0.0,31666.22633631566
2023-07-09 00:00:00 UTC,1879.6356235684927,0.0,163668.71257974763
2023-07-10 00:00:00 UTC,1884.8244801437047,0.0,258620.49050925346
2023-07-11 00:00:00 UTC,1894.8152734074358,0.0,126365.84349323655
2023-07-12 00:00:00 UTC,1893.2922514810373,0.0,535266.4976544922
2023-07-13 00:00:00 UTC,1888.92314013642,0.0,306917.39899720653
2023-07-14 00:00:00 UTC,2011.3713506320782,0.0,308239.23975224374
2023-07-15 00:00:00 UTC,1948.5097086278013,0.0,709098.8662860056
2023-07-16 00:00:00 UTC,1949.38446539543,0.0,295107.524657544
2023-07-17 00:00:00 UTC,1942.0581361260195,0.0,278561.43092797365
2023-07-18 00:00:00 UTC,1924.7659908788435,0.0,252155.91228421172
2023-07-19 00:00:00 UTC,1915.8833855732657,0.0,131022.33971840561
2023-07-20 00:00:00 UTC,1907.4780565026965,0.0,1465110.9937216567
2023-07-21 00:00:00 UTC,1908.6117349228418,0.0,846746.4782513258
2023-07-22 00:00:00 UTC,1908.9588082460748,0.0,1363764.5141102953
2023-07-23 00:00:00 UTC,1876.2553812556553,0.0,856128.2160509508
2023-07-24 00:00:00 UTC,1906.0247388020537,0.0,200712.97090998795
2023-07-25 00:00:00 UTC,1866.3285474284376,0.0,287719.52750630584
2023-07-26 00:00:00 UTC,1874.942732017799,0.0,996557.006252999
2023-07-27 00:00:00 UTC,1891.1933605758913,0.0,1162891.8103341896
